	2012-11-07 04:51:02	Super Mario Bros. / Duck Hunt (Nintendo, 1988) USED NES CLASSIC GAMES FUN http://t.co/2WNvFaEU
nes_watcher	2012-11-12 18:01:17	WWF WRESTLEMANIA CHALLENGE - NES, Nintendo Game, WF http://t.co/UmyzyJmu
nes_watcher	2012-11-18 05:26:01	Nintendo Nes Hudson&#39;s Adventure Island Game Only http://t.co/Yd8ZA9RW
nes_watcher	2012-11-10 10:02:02	Excitebike &amp; The Guardian Legend for NES. Classic Nintendo! http://t.co/1ZPc04Dn
nes_watcher	2012-11-01 19:30:03	SNAKE RATTLE &#39;N&#39; ROLL NINTENDO NES GAME (TESTED) http://t.co/rHw4t1ny
nes_watcher	2012-10-22 17:59:01	NES Video Game Collection: Misc http://t.co/VJtNSu6H #NES
nes_watcher	2012-11-11 00:00:02	NINTENDO ** BIBLE ADVENTURES ** NES FREE SHIPPING GAME TESTED ADVENTURE http://t.co/R0aRJhHl
nes_watcher	2012-11-09 22:58:16	NINTENDO PUNCH OUT - NINTENDO NES GAME *TESTED AND WORKS* http://t.co/bHWjUKpy
nes_watcher	2012-11-06 18:36:04	NES cartridge - Super Mario Bros. (Nintendo, 1985) http://t.co/L2WogJg4
nes_watcher	2012-11-15 02:44:04	NES Play Action Football (Nintendo, 1990) Game Cartridge Only http://t.co/SstIAos0
nes_watcher	2012-11-03 03:11:04	METAL GEAR ~ Nintendo Nes game ~ ~ ****Very Good Condition w/ MANUAL &amp; MAP***** http://t.co/kKd8q2xo
nes_watcher	2012-10-26 05:51:03	Top Secret Episode Golgo 13 Nintendo NES Game http://t.co/Iy8YeYtx
nes_watcher	2012-11-08 05:23:37	Nintendo NES Vintage BACK TO THE FUTURE VHTF RARE Game http://t.co/nLJ1plvB
nes_watcher	2012-11-10 13:47:03	Nintendo NES Romance of the Three Kingdoms II *RARE* http://t.co/lVru9YrC
nes_watcher	2012-10-30 09:41:03	1992 Star Trek: 25th Anniversary Nintendo NES Game http://t.co/3u9fF3kO
nes_watcher	2012-11-01 02:32:03	Wizards &amp; Warriors (Nintendo, 1987) NINTENDO GAME NES games http://t.co/dOGPMpoj
nes_watcher	2012-10-30 00:34:34	ARKANOID - RARE NES Classic Nintendo Game Original Video Game http://t.co/xlRqDpWV
nes_watcher	2012-10-26 01:18:23	Clu Clu Land (Nintendo, 1985) NES http://t.co/L7khwhmi
nes_watcher	2012-11-04 06:31:02	NINTENDO NES THE LEGEND OF ZELDA GOLD FREE SHIPPING MORE VIDEO GAMES LISTED http://t.co/CXMOccOb
nes_watcher	2012-11-10 14:55:02	ORIGNAL NES NINTENDO CASTLEVANIA -- RARE http://t.co/Ih81aeGZ
nes_watcher	2012-11-21 04:45:33	Nintendo Metroid Vintage NES Game, Nice, Tested http://t.co/HTcwl57F
nes_watcher	2012-11-03 20:44:32	Super Mario Bros. 3 Nintendo NES (Nintendo, 1990) Video Game http://t.co/ViAi0ZVi
nes_watcher	2012-10-30 23:21:36	Nintendo NES Super Mario 1 and 2 in box with booklets TESTED!! http://t.co/gGH1V1yF
nes_watcher	2012-10-30 20:32:04	Excitebike (Nintendo, 1985) NES ORIGINAL NINTENDO http://t.co/JAGlE3lf
nes_watcher	2012-11-01 21:09:03	Nintendo NES Mike Tyson&#39;s Punch Out!! Game... http://t.co/KPnTNN2j
nes_watcher	2012-11-06 00:12:33	BUBBLE BOBBLE FOR NINTENDO NES - EXCELLENT WORKING CONDITION http://t.co/UP2Dk4Zh
nes_watcher	2012-11-12 19:42:18	Bases Loaded (Nintendo, 1988) Classic NES Baseball game http://t.co/KgIMNkdg
nes_watcher	2012-11-13 20:41:03	NINTENDO NES SUPER MARIO BROS 3 GAME $2.00 US SHIPPING http://t.co/WC4drJ1f
nes_watcher	2012-11-03 01:00:03	Nintendo NES Original Mario Bros. Arcade Classics Series Game http://t.co/cxYLxIOG
nes_watcher	2012-10-27 20:06:33	Super Mario Bros. 3 (Nintendo, 1990) NES L@@K http://t.co/qTzdzFrT
nes_watcher	2012-11-04 15:25:40	CONTRA NOT COMPLETE &amp; (SUPER C CONTRA IS COMPLETE IN BOX) NINTENDO NES http://t.co/oqAgzSvj
nes_watcher	2012-10-28 22:19:38	RARE! 8-bit Nintendo NES US NTSC 64 games http://t.co/aYfw51J5
nes_watcher	2012-11-09 00:06:02	Teenage Mutant Ninja Turtles Nintendo NES Game http://t.co/4w6f69A7
nes_watcher	2012-10-29 07:23:26	METROID ORIGINAL COMPLETE GAME NINTENDO NES VGC http://t.co/QprVwy7X
nes_watcher	2012-11-09 09:48:03	Super Mario Bros 3 NES Nintendo Complete CIB http://t.co/Ybmf9eat
nes_watcher	2012-11-17 23:14:33	CAESARS PALACE ORIGINAL GAME NINTENDO SYSTEM NES HQ http://t.co/TmqGktmJ
nes_watcher	2012-10-29 02:42:24	P.O.W. (Nintendo, 1989) Complete in box! POW NES p.o.w game http://t.co/B63qRryh
nes_watcher	2012-11-09 18:16:02	The Little Mermaid Nintendo Nes Cleaned &amp; Tested Good Condition http://t.co/7pQRXfBq
nes_watcher	2012-11-03 06:25:04	Bubble Bobble Part 2 (Nintendo, 1993) NES GREAT CONDITION http://t.co/BoUyFpxN
nes_watcher	2012-11-18 21:08:34	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - CHARCOAL http://t.co/lJggZ1wS
nes_watcher	2012-10-25 21:58:06	The Adventures of LOLO + Sleeve &amp; Manual (Nintendo, 1989) NES http://t.co/7vhWg3oN
nes_watcher	2012-11-20 09:20:02	Super Nintendo SNES NES Game SUPER MARIO ALLSTARS http://t.co/AqEXakkw
nes_watcher	2012-11-02 06:09:33	Anticipation (Nintendo, 1988) NES Game Box &amp; Manual COMPLETE! http://t.co/8VbvNcP5
nes_watcher	2012-11-03 02:37:12	Nintendo NES box -Snakes Revenge -complete- combined shipping http://t.co/Lex0jywR
nes_watcher	2012-10-31 17:58:07	Original Nintendo NES Castlevania Video Game With Dust Cover http://t.co/8xuV9lXe
nes_watcher	2012-11-09 10:54:02	Super Mario Bros. 2 Nintendo NES Classic Video Game - Cartridge Only - FUN! http://t.co/RiuV3Y6U
nes_watcher	2012-10-26 14:24:05	Super Mario Bros. / Duck Hunt (Nintendo NES, 1985) http://t.co/zMUbLLMX
nes_watcher	2012-10-26 08:12:04	Nintendo NES Classic Game RAD RACER in box with dust cover!! http://t.co/GCNLDnb5
nes_watcher	2012-11-04 19:29:17	JURASSIC PARK NES NINTENDO GAME IN BOX WITH MANUAL. TESTED. http://t.co/QA8AxWKa
nes_watcher	2012-10-26 05:14:05	Original NES Nintendo Games WINTER GAMES &amp; MARIO BROTHERS/DUCK HUNT http://t.co/2xNlwhbf
nes_watcher	2012-10-29 02:42:25	&#39;Family Boy&#39; NES Console w/ free 10 Yard Fight game cartridge http://t.co/tMSkFxgS
nes_watcher	2012-10-31 22:36:17	DUCK TALES Nintendo NES 1989 Video Game Tested &amp; Working http://t.co/5dP9CXtB
nes_watcher	2012-11-10 01:09:02	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - PEARL http://t.co/Y7qjp4to
nes_watcher	2012-11-20 18:17:02	NINTENDO NES GAME CONSOLE WITH COMPLETE HOOKUPS CLEANED AND WORKING http://t.co/OaWFYZWi
nes_watcher	2012-10-31 02:54:16	2 Nintendo Nes Games in Box Super Mario Bros. 3 &amp; Double Dragon http://t.co/yba3YOqH
nes_watcher	2012-10-26 18:20:12	Darkwing Duck nes game (Nintendo, 1992) http://t.co/ASScDWNH
nes_watcher	2012-10-26 15:01:21	NEW NINTENDO NES GAME CONTROLLER x 2 W/30 DAY GUARANTEE http://t.co/Jztjp8do
nes_watcher	2012-11-06 07:03:02	Pinball NES Video Game Nintendo Retro Cartridge VG http://t.co/2XgU1e9G
nes_watcher	2012-11-10 17:46:04	ORIGNAL NES NINTENDO DONKEY KONG GAME-RARE http://t.co/h8at434h
nes_watcher	2012-10-27 11:17:18	NINTENDO NES DR. MARIO GAME IN GOOD USED CONDITION CLEANED &amp; TESTED http://t.co/uXzOjUKR
nes_watcher	2012-11-06 19:42:18	The Terminator NES Video Game Nintendo Retro Cartridge VG http://t.co/5LUG3Wx4
nes_watcher	2012-11-08 00:26:02	Legendary Wings for Nintendo NES- Tested and cleaned! http://t.co/uFE93Hkr
nes_watcher	2012-10-28 17:33:33	Nintendo Game Boy Advance SP Classic NES Limited Edition Black &amp; Silver... http://t.co/0HEHALAQ
nes_watcher	2012-10-27 04:10:32	Donkey Kong Jr. Math NES Game Cartridge http://t.co/kEgPzoog
nes_watcher	2012-10-31 04:39:18	GAME GENIE FOR NES W/ORIG BOX AND BOOK Game Enhancer http://t.co/HAImTPUz
nes_watcher	2012-10-31 14:02:06	Nintendo NES Dick Tracy -complete in box- combine shipping http://t.co/uhxGzoU0
nes_watcher	2012-11-07 21:06:05	R.B.I. Baseball 1 and 2 for Nintendo NES- Tested and cleaned! http://t.co/XgCXJNb0
nes_watcher	2012-11-09 03:58:02	DONKEY KONG CLASSICS COMPLETE GAME NINTENDO NES In Box http://t.co/CClmAPWl
nes_watcher	2012-10-28 00:54:17	29 NES GAME CARTRIDGES GOOD TITLES ((((NO DUPES)))) http://t.co/RydAZKCF
nes_watcher	2012-11-06 00:45:03	Arkanoid Nintendo NES Game And controller Video Game Arcade http://t.co/phJsCw0z
nes_watcher	2012-11-15 18:40:32	WWF WRESTLEMANIA CHALLENGE - NES, Nintendo Game, WF http://t.co/6mFRpUMu
nes_watcher	2012-11-07 02:42:32	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/qEFPNokt
nes_watcher	2012-11-07 01:28:32	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - PEARL http://t.co/kMcw7fEq
nes_watcher	2012-10-28 22:19:41	Mario Brothers NES Nintendo Entertainment System game Super Mario Brothers 2 http://t.co/vDaK1h1B
nes_watcher	2012-10-25 04:33:03	NES duck hunt game http://t.co/Oxv6Xp7h #NES
nes_watcher	2012-10-23 11:17:17	Wizardry - Nintendo (NES) http://t.co/LYDISxjL #NES
nes_watcher	2012-11-12 16:11:02	The Legend of Zelda NES Video Game Nintendo Gold Retro Cartridge http://t.co/bFgiKP35
nes_watcher	2012-11-04 07:02:32	Paperboy &amp; Knight Rider for NES. Nintendo! Classic Arcade Action. http://t.co/OYWK71DE
nes_watcher	2012-11-05 05:10:07	The Legend of Zelda (Nintendo, 1987) Gold NES Cartridge Works http://t.co/2X2q0ovi
nes_watcher	2012-11-21 04:14:02	Operation Wolf - Complete NES Game (Very Clean) CIB http://t.co/kX1Nk4LE
nes_watcher	2012-10-28 21:44:20	NES GAME SKATE OR DIE 2 (Complete in the box) &quot;Barely Used&quot; http://t.co/SPppo7MX
nes_watcher	2012-11-15 10:50:32	Ultimate league soccer NES game 1990 RARE COME LOOK! http://t.co/N3u2MJY9
nes_watcher	2012-10-29 21:01:34	NES Zelda 2 The Adventure of Link Game Cartridge Free Shipping Nintendo http://t.co/4CJbEVzy
nes_watcher	2012-11-09 15:27:32	NES The Guardian Legend with Instructions Nintendo Game Cleaned &amp; Tested http://t.co/XG7oI2Ij
nes_watcher	2012-11-21 08:03:02	*** YO NOID *** NINTENDO VIDEO GAME NES BUBBLE BOBBLE http://t.co/Uzqhw76W
nes_watcher	2012-11-02 00:33:02	NINTENDO NES SUPER MARIO BROS 1 2 3 FREE SHIPPING MORE VIDEO GAMES LISTED http://t.co/vkDAvSkc
nes_watcher	2012-10-28 03:16:33	Super Mario Bros. 2 (Nintendo, 1988) NES SM2 http://t.co/6AWxVL8j
nes_watcher	2012-10-29 08:02:05	Uncharted Waters (Nintendo, 1991) NES Koei http://t.co/kbZtoYXc
nes_watcher	2012-10-28 02:04:02	NES GAME THE ADVENTURE OF LINK GOLD ZELDA II WITH MANUAL AND SLEEVE http://t.co/iyehhaNS
nes_watcher	2012-11-18 05:57:16	Nintendo NES &quot;NOW YOU&#39;RE PLAYING WITH POWER&quot; original video game poster http://t.co/Fcu1Wwoi
nes_watcher	2012-11-08 05:58:01	The Legend of Zelda Nintendo NES Classic Gold Edition with manual http://t.co/UAuWSLUM
nes_watcher	2012-10-28 08:34:18	Mint Cond. Strider NES Nintendo Capcom http://t.co/vLNUc7ys
nes_watcher	2012-10-27 18:18:32	NES Original Nintendo BOMBERMAN Video Game Cartridge - Used http://t.co/koaT3wjz
nes_watcher	2012-10-31 13:29:36	Seicross NES Nintendo Cart only http://t.co/qrg6R2a3
nes_watcher	2012-10-27 01:18:17	IKARI WARRIORS 2: VICTORY ROAD NINTENDO NES FREE SHIPPING http://t.co/4tQlGR3q
nes_watcher	2012-11-02 01:05:20	Twin FC Console System for Nintendo NES and SNES Games ~A http://t.co/iy6OAtvI
nes_watcher	2012-10-25 05:37:17	MAD MAX for Nintendo NES http://t.co/8Pq1QekM #NES
nes_watcher	2012-10-29 18:09:34	Nintendo NES Game MEGAMAN MEGA MAN - Cartridge Only Classic! http://t.co/rbazXTRg
nes_watcher	2012-11-16 02:06:02	Super Mario Bros. (Classic NES Series Edition) (Nintendo Game Boy Advance,... http://t.co/IQBauNQG
nes_watcher	2012-11-09 08:04:32	+ Ultima: Warriors of Destiny (Nintendo) RARE NES video game FREE S&amp;H + http://t.co/C8NFwqo8
nes_watcher	2012-10-27 00:01:06	*Nes SHOOTING RANGE Game, Manual and Zapper Nintendo** http://t.co/UnNtKPpH
nes_watcher	2012-11-08 08:08:01	NES Nintendo Kid Icarus Complete CIB http://t.co/reEG8gwr
nes_watcher	2012-11-10 01:41:17	NINTENDO NES CONSOLE WITH 14 GAMES AND VIDEO GAME CENTER AND ORIGINAL MANUALS http://t.co/C1OJg8LN
nes_watcher	2012-11-10 04:25:32	R.B.I. Baseball cardridge video game for Nes Nintendo http://t.co/igEOwDG6
nes_watcher	2012-11-08 02:05:32	Super Mario Bros. / Duck Hunt [Nintendo NES] Original Game http://t.co/QqXOms4t
nes_watcher	2012-10-28 16:23:05	Batman The Video Game NINTENDO NES NEW UNOPENED SEALED Vintage http://t.co/ZZUFRfnN
nes_watcher	2012-10-28 00:17:36	Batman The Video Game NINTENDO NES NEW UNOPENED SEALED Vintage http://t.co/04UEi5Pw
nes_watcher	2012-11-02 03:19:03	1985 NES - PLAY ACTION FOOTBALL NINTENDO - CLASSIC VIDEO GAME GOOD CONDITION http://t.co/cKmCKTCm
nes_watcher	2012-10-26 05:51:02	NES SPY HUNTER Nintendo Game Cartridge only cleaned and tested http://t.co/FNUECwPH
nes_watcher	2012-11-10 02:48:17	Nes Nintendo ULTIMA EXODUS Game III 3 w/box http://t.co/A1uI4C5i
nes_watcher	2012-10-23 06:43:02	***PLATOON NES NINTENDO GAME*** http://t.co/e7e1D2Z8 #NES
nes_watcher	2012-10-30 04:37:02	SUPER NES SUPER SCOPE NINTENDO MANUAL ONLY - NO GAME! NES http://t.co/4wIbEv3Z
nes_watcher	2012-11-04 01:01:16	THE ADVENTURE OF LINK COMPLETE GAME NINTENDO NES 562/1500 http://t.co/KvAIdzlR
nes_watcher	2012-11-04 18:48:03	C2 Duo NES , SNES Video Game CONSOLE SYSTEM ~A http://t.co/HozNdOH6
nes_watcher	2012-11-09 09:15:33	Tecmo Bowl in box (Nintendo, 1991) NES Original Game http://t.co/kPUDS4Bm
nes_watcher	2012-11-12 18:01:17	Nintendo NES - Star Tropics-complete in box- combine shipping http://t.co/QPyDPKy8
nes_watcher	2012-11-05 17:56:32	Rad Racer cartridge in box NES game -No manual- Entertainment system http://t.co/1CLpuGfq
nes_watcher	2012-10-26 14:57:05	Leged Of Zelda The Original Nintendo Game NES ! http://t.co/sf3huNS5
nes_watcher	2012-11-06 15:10:17	BATTLETOADS for Nintendo NES Clean label, Cartridge only http://t.co/uEg7TZC2
nes_watcher	2012-10-30 00:00:06	THE LAST STARFIGHTER - Original Nintendo NES Video Game (STAR FIGHTER) http://t.co/YJ6bxj79
nes_watcher	2012-11-09 08:04:33	Mega Man 6- Nintendo- NES- Cartridge only- Tested Works! http://t.co/8xtbcOMW
nes_watcher	2012-10-24 23:35:16	Q*bert NES (Nintendo, 1989) http://t.co/bAHIJVFV #NES
nes_watcher	2012-11-15 03:48:32	Zelda II: The Adventure of Link - Gold with Sleeve - NES Awesome Nintendo Game! http://t.co/GqStMynr
nes_watcher	2012-10-27 03:32:05	Nintendo Nes Hudson&#39;s Adventure Island Game Only http://t.co/pYmPLqWQ
nes_watcher	2012-11-10 12:42:02	Gunsmoke - Gun Smoke Rare Original Nintendo NES http://t.co/u5ebupEM
nes_watcher	2012-10-29 22:52:03	▄▀▄▀▄▀▄★ SUPER GLOVE BALL NINTENDO NES Game VINTAGE 80s RARE ★▄▀▄▀▄▀▄ http://t.co/PxqwUa58
nes_watcher	2012-11-15 15:53:04	Super Mario Bros. 2 (Nintendo, 1988) NES Game - Good Classic http://t.co/bGX3rq6a
nes_watcher	2012-11-06 04:04:03	Wrecking Crew- Fun Classic NES Nintendo Game Original Video Game http://t.co/BHIo4wEO
nes_watcher	2012-11-18 06:29:01	NES PLAY ACTION FOOTBALL - ORIGINAL NINTENDO NES VIDEO GAME CARTRIDGE http://t.co/JVjCVV0O
nes_watcher	2012-11-21 12:32:33	Nintendo Nes Hudson&#39;s Adventure Island Game Only http://t.co/fuMY8fL1
nes_watcher	2012-10-28 00:54:17	Donkey Kong Classics (Nintendo, 1988) nes game http://t.co/T5980KAm
nes_watcher	2012-10-23 07:51:33	Chaos World NES game music soundtrack http://t.co/7sHff4cu #NES
nes_watcher	2012-11-11 10:02:18	NINTENDO NES SYSTEM WITH TWO CONTROLLERS AND LIGHT GUN, GAME,WORKS GREAT!!!!!!! http://t.co/t68EF206
nes_watcher	2012-11-06 18:44:04	Battle of Olympus NES Rare Game 100% Functional Cover art mint! http://t.co/WjQd7PVQ
nes_watcher	2012-11-07 08:19:37	Paperboy &amp; Knight Rider for NES. Nintendo! Classic Arcade Action. http://t.co/ThfbKW4b
nes_watcher	2012-10-28 14:06:17	The Adventures of DIno RIki Nintendo NES game in box http://t.co/7uGjBTle
nes_watcher	2012-10-23 05:33:02	---CITY CONNECTION NES Nintendo Game http://t.co/pF3K8K7I #NES
nes_watcher	2012-11-12 03:53:32	Nintendo NES Kirby&#39;s Adventure Game Cartridge http://t.co/DNsxnY7l
nes_watcher	2012-10-23 14:03:20	Double Dragon 1 2 3 Nintendo NES http://t.co/9U2Cp23v #NES
nes_watcher	2012-10-27 02:25:18	8 NES Games including Kid Icarus &amp; Bubble Bobble... http://t.co/xztCEfxb
nes_watcher	2012-11-05 00:00:02	NES River City Ransom (Nintendo, 1989) TESTED AND GUARANTEED http://t.co/OFbcBZEe
nes_watcher	2012-11-03 13:02:20	Kid Icarus by Nintendo for NES adventure classic game MINT http://t.co/VoKBZxuH
nes_watcher	2012-10-28 10:59:02	Dragon Warrior III for the Original Nintendo NES 3, Works Perfect! Video Game http://t.co/rzUiXjIr
nes_watcher	2012-10-29 17:34:18	Batman The Video Game NINTENDO NES NEW UNOPENED SEALED Vintage http://t.co/hzaPFYWn
nes_watcher	2012-11-08 12:32:18	Zelda II: The Adventure of Link (Classic NES Series Edition) (Nintendo Game... http://t.co/FfWP5EJN
nes_watcher	2012-11-07 10:34:36	21 Nintendo Games and 2 NON-Working Nintendo consoles for parts or repair http://t.co/kZTe582N
nes_watcher	2012-10-29 18:42:06	Super Mario Bros. 3 Nintendo NES 1990 Video Game Tested &amp; Working http://t.co/pYCX6VHa
nes_watcher	2012-11-19 12:20:02	Nintendo NES Action Set Gray Console (NTSC) + Game Bundle http://t.co/vZKslvn1
nes_watcher	2012-10-24 23:35:16	The Legend of Zelda ---- Nintendo NES Game http://t.co/Tt1wv7Os #NES
nes_watcher	2012-11-14 03:22:32	Dragon Warrior (NES) Complete Game+Box+Manuals+Maps! http://t.co/fHH3g45A
nes_watcher	2012-11-12 05:32:02	Best of the Best Championship Karate NES Game Rare! Original Nintendo http://t.co/zpxQuWTx
nes_watcher	2012-10-23 10:12:17	NES Tetris - Nintendo (NES) http://t.co/XjvfjMVo #NES
nes_watcher	2012-11-08 00:25:33	Nintendo Nes Hudson&#39;s Adventure Island Game Only http://t.co/CyXzUr2y
nes_watcher	2012-10-28 17:00:08	DONKEY KONG CLASSICS (Nintendo, 1988) , in box,nintendo nes http://t.co/lAgWnurU
nes_watcher	2012-11-12 09:18:32	Duck Tales (Nintendo NES, 1989), Cleaned and Tested! http://t.co/xG0518vb
nes_watcher	2012-11-06 09:24:03	FOX&#39;S PETERPAN &amp; THE PIRATES ORIGINAL NINTENDO GAME http://t.co/Xnp5wWCq
nes_watcher	2012-10-31 16:18:13	WAYNE&#39;S WORLD nes nintendo waynes http://t.co/2OzFS36j
nes_watcher	2012-11-14 18:23:02	Time Lord NES Rare Game 100% Functional Cover art mint! http://t.co/LMeHw9Pj
nes_watcher	2012-11-01 23:22:34	Game Boy Advance Super Mario Bros. Classic NES Series Game Only http://t.co/rdIuAAwd
nes_watcher	2012-11-02 18:11:06	Super Mario Brothers Trilogy (Nintendo NES) Super Mario Bros. 1 2 3 http://t.co/vvX12s2K
nes_watcher	2012-11-01 01:23:18	Original NES Nintendo Games WINTER GAMES &amp; MARIO BROTHERS/DUCK HUNT http://t.co/QcvYPmfB
nes_watcher	2012-10-26 13:23:03	STAR WARS (Victor) JP Famicom game NES FC Nintendo Rare! http://t.co/wVDQKLny
nes_watcher	2012-10-28 05:03:18	Nintendo NES Faria Complete In Box with Mail-In Map, Game, Guide &amp; Original Box http://t.co/mtH5BnTX
nes_watcher	2012-11-07 16:06:28	CASTLEVANIA 2 II: SIMON&#39;S QUEST - NES, Nintendo Game http://t.co/NxFt77Ke
nes_watcher	2012-11-06 16:16:32	NES Adventure Island II Rare Nintendo Game Cleaned &amp; Tested http://t.co/k0PxlYKi
nes_watcher	2012-11-12 15:34:19	Nintendo NES Whomp Em game and box- combine shipping http://t.co/jy9OvDyU
nes_watcher	2012-11-12 17:23:03	Nintendo NES Adventures of Rad Gravity -in box- combined shipping http://t.co/M6EEbeqh
nes_watcher	2012-11-10 07:45:02	Dragon Warrior II 2 (Nintendo, 1990) NES Super RARE Game http://t.co/n3DhkICt
nes_watcher	2012-11-17 18:16:31	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) Free Shipping http://t.co/O0yuhH9t
nes_watcher	2012-11-05 16:47:06	Vintage Original Nintendo NES River City Ransom Very Clean Plays Great http://t.co/1A62aoTQ
nes_watcher	2012-11-01 21:42:37	Contra Nintendo NES Complete In Box CIB Konami http://t.co/GxyQN4ff
nes_watcher	2012-10-29 20:23:04	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) GAME ONLY http://t.co/ilAaVR4C
nes_watcher	2012-10-23 16:23:17	Mr. Gimmick (Nintendo) NES http://t.co/QHTQpxRP #NES
nes_watcher	2012-11-06 06:30:05	Tetris Video Game (Nintendo Entertainment System, 1989) NES Cart Only http://t.co/Cd694P3Z
nes_watcher	2012-11-01 01:23:18	C2 Twin Duo NES/SNES Video Game CONSOLE SYSTEM ~A http://t.co/USnQim7e
nes_watcher	2012-10-28 19:53:08	NINTENDO POWER Magazine Vol. #18 + Dr Mario game complete NES http://t.co/qbD08OZa
nes_watcher	2012-11-19 03:01:17	The SIMPSONS BART VS. THE SPACE MUTANTS original NES Nintendo video game http://t.co/uMDeWdYD
nes_watcher	2012-11-15 01:37:02	Super Mario Bros. (Classic NES Series Edition) (Nintendo Game Boy Advance,... http://t.co/Z8Q3NjEo
nes_watcher	2012-11-09 20:28:03	NES Batman: The Video Game (Sunsoft, 1990) Nintendo http://t.co/XI9iCQBC
nes_watcher	2012-11-10 05:33:01	NES Tecmo World Wrestling (Tecmo, 1990) Nintendo http://t.co/ifA1rzcv
nes_watcher	2012-11-12 22:28:31	F-117A Stealth Fighter NES (Nintendo, 1992) http://t.co/oD5ZG59A
nes_watcher	2012-11-14 01:40:07	Double Dragon II: The Revenge (Nintendo, 1988) nes game. Free shipping! http://t.co/76BplliU
nes_watcher	2012-11-19 15:46:33	NINTENDO NES GAME SUPER MARIO BROS 2 GAME IN BOX COLLECTABLE http://t.co/4IB0kHLQ
nes_watcher	2012-11-05 17:21:02	Vintage Original Nintendo NES Kings Quest V Very Clean Plays Great http://t.co/q9Lw5tPf
nes_watcher	2012-10-24 08:49:17	NES NINTENDO: 82 Games (Cart. Only) http://t.co/8OZlGM26 #NES
nes_watcher	2012-10-28 08:34:17	Original Nintendo NES Game Legacy of The Wizard 1989 Tested http://t.co/6nUqyIrR
nes_watcher	2012-11-01 08:55:32	North and South (Nintendo NES, 1990) with Manual - Free Shipping - Rare game http://t.co/kYXkwYSu
nes_watcher	2012-10-28 03:53:17	North and South (Nintendo NES, 1990) with Manual - Free Shipping - Rare game http://t.co/rCzfD64a
nes_watcher	2012-11-03 14:07:32	Darkwing Duck Nintendo NES 1992 CLEAN http://t.co/ZAiKmZTY
nes_watcher	2012-11-11 13:47:33	NES Tetris (Nintendo NES, 1987) - Factory Sealed http://t.co/s1Oz5Bqp
nes_watcher	2012-10-28 20:31:33	Gyromite game nes (Nintendo, 1985) VERY NICE !!! http://t.co/kxmTh6AM
nes_watcher	2012-11-01 05:17:26	ICE HOCKEY - Classic NES Nintendo Game! free 1st class USA Shipping http://t.co/RROyME2j
nes_watcher	2012-10-31 21:22:32	Nintendo GAMECUBE Limited Edition Platinum Console New NES Game Cube http://t.co/D2OFlksl
nes_watcher	2012-11-11 13:14:02	Rambo (Nintendo, 1987) NES TESTED with sleeve and manual http://t.co/FC2l6fu2
nes_watcher	2012-11-05 22:29:16	ORIGINAL NINTENDO NES GAME ZELDA II THE ADVENTURE OF LINK GOLD CARTRIDGE http://t.co/3qhsnLV1
nes_watcher	2012-10-24 01:15:33	NES Tetris Nintendo Console Game http://t.co/3S6PIZZE #NES
nes_watcher	2012-10-24 21:52:20	OTHELLO - ORIGINAL NES NINTENDO GAME http://t.co/REXAh5Ao #NES
nes_watcher	2012-11-08 08:39:17	Nintendo Game Boy Advance SP Classic NES Limited Edition Black &amp; Silver... http://t.co/VJSY1RQU
nes_watcher	2012-11-01 00:51:03	FESTERS QUEST NES Nintendo Complete With Manual And Case!! http://t.co/7MeR2v29
nes_watcher	2012-10-27 17:40:04	Nintendo NES Game Duck Tales RARE 1989 Capcom http://t.co/guGNV7ri
nes_watcher	2012-11-05 04:31:33	Zelda II: The Adventure of Link (Classic NES Series Edition) (Nintendo Game Boy http://t.co/MFbEgUvz
nes_watcher	2012-11-03 19:14:16	NES Super C Game Cartridge With Sleeve Konami Nintendo Free Shipping http://t.co/j0Fjpd3O
nes_watcher	2012-10-29 20:23:04	NES The Legend of Zelda / Zelda 2 The Adventure of Link Games Free Shipping http://t.co/H9sDxUoW
nes_watcher	2012-10-29 02:42:24	Nintendo NES Tecmo Super Bowl Game COMPLETE IN BOX WITH MANUAL http://t.co/YA1qqYwc
nes_watcher	2012-11-04 15:31:34	NES GAME &quot; SUPER MARIO BROS. &quot; NICE CONDITION CLEANED AND TESTED http://t.co/rVSPRIf5
nes_watcher	2012-11-08 06:29:32	Nintendo Might and Magic Secret of the Inner Sanctum NES Video Game http://t.co/wsOJT2TA
nes_watcher	2012-10-31 20:15:33	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - CHARCOAL http://t.co/K7LgLuPO
nes_watcher	2012-11-03 05:53:17	Ferrari Grand Prix Challenge Complete in Box Nintendo NES With Rare Poster http://t.co/Iw1HysRA
nes_watcher	2012-11-20 00:04:33	Nintendo Game Boy Advance SP Classic NES Limited Edition Black &amp; Silver... http://t.co/brs8O2pa
nes_watcher	2012-11-10 13:13:32	NES WWF Wrestle Mania Nintendo Console Game http://t.co/QbM6G0E1
